id,path,action,label
44,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/-tAjeaPhi5s_000026_000036.mp4,aaa,0
45,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/-tNvi5MzCQI_000111_000121.mp4,aaa,0
46,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/-utJO7UasYE_000122_000132.mp4,aaa,0
47,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/-w5zqLILMpI_000163_000173.mp4,aaa,0
48,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/-wibUzrnjPo_000551_000561.mp4,aaa,0
49,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/-wkjxNnbA0U_000018_000028.mp4,aaa,0
50,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/-z8e355p4gQ_000091_000101.mp4,aaa,0
51,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0347ZoDXyP0_000095_000105.mp4,aaa,0
52,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/035LtPeUFTE_000085_000095.mp4,aaa,0
53,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/03NbvjuSoxk_000604_000614.mp4,aaa,0
54,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/03mk_KF1tEc_000176_000186.mp4,aaa,0
55,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/041PTeuYv8M_000000_000010.mp4,aaa,0
56,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0482XkD2twE_000000_000010.mp4,aaa,0
57,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/04ZzDtpkZrw_000020_000030.mp4,aaa,0
58,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/07HE9JP80B0_000061_000071.mp4,aaa,0
59,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/08g1TOwXCGw_000035_000045.mp4,aaa,0
60,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/099CeL345Ms_000189_000199.mp4,aaa,0
61,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/09WbfKk3Yyk_000709_000719.mp4,aaa,0
62,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0Dojim48qeg_000003_000013.mp4,aaa,0
63,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0EFxOj0mLF0_000001_000011.mp4,aaa,0
64,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0FYtENQd_DU_000046_000056.mp4,aaa,0
65,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0FsbjTIrBqw_000286_000296.mp4,aaa,0
66,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0J7wiXUip04_000008_000018.mp4,aaa,0
67,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0Jzz8XkT5i4_000008_000018.mp4,aaa,0
68,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0KdQmAFyNXo_000012_000022.mp4,aaa,0
69,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0M7duRovxvI_000055_000065.mp4,aaa,0
70,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0MNB5r8bEsc_000036_000046.mp4,aaa,0
71,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0N3Jb5UHg8Y_000068_000078.mp4,aaa,0
72,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0OpeXEmne1o_000006_000016.mp4,aaa,0
73,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0QNaUcfF-Ak_000028_000038.mp4,aaa,0
74,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0S2Es_AMbGI_000015_000025.mp4,aaa,0
75,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0UAnBPl5ajQ_000068_000078.mp4,aaa,0
76,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0UD6OoOFwqc_000078_000088.mp4,aaa,0
77,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0UuzBKzUQw8_000474_000484.mp4,aaa,0
78,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0W5n8mw4CHI_000001_000011.mp4,aaa,0
79,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0Z48n13_TAM_000063_000073.mp4,aaa,0
80,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0ZG-My3jUow_000093_000103.mp4,aaa,0
81,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0arkYO3Hexw_000030_000040.mp4,aaa,0
82,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0bJjw6sFnbc_000210_000220.mp4,aaa,0
83,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0ehjV7Oog3c_000400_000410.mp4,aaa,0
84,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0fBrAthmrNs_000358_000368.mp4,aaa,0
85,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0g-1i2ZSnwU_000124_000134.mp4,aaa,0
86,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0gcFHn2JxXU_000116_000126.mp4,aaa,0
87,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0jGzZh482P8_000265_000275.mp4,aaa,0
88,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0jps5SZlTdo_000081_000091.mp4,aaa,0
89,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0lPhr3f8_do_000011_000021.mp4,aaa,0
90,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0lagazoJNl4_000013_000023.mp4,aaa,0
91,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0lyAtixAMGE_000008_000018.mp4,aaa,0
92,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0pP5PNGEDi0_000159_000169.mp4,aaa,0
93,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0qHPyrNtX6w_000125_000135.mp4,aaa,0
94,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0qZT35lsw14_000153_000163.mp4,aaa,0
95,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0s2mvbfzzyc_000014_000024.mp4,aaa,0
96,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0s9eFZZVXUU_000030_000040.mp4,aaa,0
97,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0sAUj21IYaU_000000_000010.mp4,aaa,0
98,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0tIzlcEDrFw_000038_000048.mp4,aaa,0
99,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0vhbg2mkBg4_000000_000010.mp4,aaa,0
100,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0vvCNxptzhM_000066_000076.mp4,aaa,0
101,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0w4hzYG2VdQ_000013_000023.mp4,aaa,0
102,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0xjvWstGlW4_000110_000120.mp4,aaa,0
103,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/0y8Ni1jXW-Y_000080_000090.mp4,aaa,0
104,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1-Sv4f4woCI_000044_000054.mp4,aaa,0
105,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/10JD7Zj_7J8_000077_000087.mp4,aaa,0
106,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/115J_G7Umfs_000000_000010.mp4,aaa,0
107,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/11BWWzeVE_w_000013_000023.mp4,aaa,0
108,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/11Zkv3XtFhk_000016_000026.mp4,aaa,0
109,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/11dU4SaFA-w_000815_000825.mp4,aaa,0
110,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/11sjYNUGfqw_000093_000103.mp4,aaa,0
111,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/12TmAxGMAHc_000031_000041.mp4,aaa,0
112,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1351Gy17vIs_000000_000010.mp4,aaa,0
113,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/13yHmtOlaUE_000751_000761.mp4,aaa,0
114,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/15-45XF4S5A_000091_000101.mp4,aaa,0
115,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/152xf7p-lwc_000027_000037.mp4,aaa,0
116,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/15z2zWbH65Y_000092_000102.mp4,aaa,0
117,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/16ja0WM3wUI_000222_000232.mp4,aaa,0
118,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/17_43haGOf8_000586_000596.mp4,aaa,0
119,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/18ocmYhpNdY_000024_000034.mp4,aaa,0
120,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/19ZQ1IG5r_k_000000_000010.mp4,aaa,0
121,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1AeH62ERnQs_000072_000082.mp4,aaa,0
122,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1Bt4ADs-kG4_000211_000221.mp4,aaa,0
123,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1CeODw5s6Ho_000018_000028.mp4,aaa,0
124,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1DpLvdJgWHg_000061_000071.mp4,aaa,0
125,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1EhggBBgtLo_000031_000041.mp4,aaa,0
126,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1G6rSj-4AFg_000002_000012.mp4,aaa,0
127,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1GE07Avyy20_000009_000019.mp4,aaa,0
128,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1JT7K8Cpb_M_000005_000015.mp4,aaa,0
129,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1K4c-TD46Dk_000212_000222.mp4,aaa,0
130,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1N4r0OeZ6b8_000003_000013.mp4,aaa,0
131,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1PH-bf4AVyU_000282_000292.mp4,aaa,0
132,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1Qj6Mu_CpnM_000042_000052.mp4,aaa,0
133,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1SIcxed2Os4_000233_000243.mp4,aaa,0
134,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1XkYHhMymlY_000415_000425.mp4,aaa,0
135,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1Y_GqG1Kg04_000028_000038.mp4,aaa,0
136,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1Z5b4RZBuuQ_000057_000067.mp4,aaa,0
137,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1atkTs6LO6s_000037_000047.mp4,aaa,0
138,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1dJt7MOhYTI_000017_000027.mp4,aaa,0
139,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1dOkX0g1xVM_000108_000118.mp4,aaa,0
140,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1fLI-0NsMgg_000182_000192.mp4,aaa,0
141,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1g7n_PZzkmg_000000_000010.mp4,aaa,0
142,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1he9fSWoeHs_000015_000025.mp4,aaa,0
143,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1hiel4UqyKI_000023_000033.mp4,aaa,0
144,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1igvMc3ze5M_000359_000369.mp4,aaa,0
145,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1imVrO0b9GM_000634_000644.mp4,aaa,0
146,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1jbMorIM8fw_000365_000375.mp4,aaa,0
147,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1jcCX8RALKU_000028_000038.mp4,aaa,0
148,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1l3uTCM7NPo_000001_000011.mp4,aaa,0
149,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1nNROzy8zx8_000083_000093.mp4,aaa,0
150,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1nWkZlMdzos_000065_000075.mp4,aaa,0
151,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1oG6YwxGfCc_000031_000041.mp4,aaa,0
152,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1tIBysElEBE_000039_000049.mp4,aaa,0
153,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1tmPfwetaRs_000247_000257.mp4,aaa,0
154,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1u0be31WTik_000308_000318.mp4,aaa,0
155,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1uas6FK84SU_000620_000630.mp4,aaa,0
156,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1vnjCOq4rGQ_000023_000033.mp4,aaa,0
157,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1wW-ojRuG50_000055_000065.mp4,aaa,0
158,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1xI1lrRuDkQ_000085_000095.mp4,aaa,0
159,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/1zPpIXcOuTI_000009_000019.mp4,aaa,0
160,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2-fssuo7JVI_000326_000336.mp4,aaa,0
161,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/20LuZP8DOEo_000031_000041.mp4,aaa,0
162,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/20WaQ_z2oWM_000244_000254.mp4,aaa,0
163,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/21BlEfGofzQ_000016_000026.mp4,aaa,0
164,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/23HXVAwRjG0_000039_000049.mp4,aaa,0
165,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/23cIzqUHZVs_000013_000023.mp4,aaa,0
166,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2563vPN2zFM_000050_000060.mp4,aaa,0
167,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/273F_L2VRo8_000166_000176.mp4,aaa,0
168,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/27Ogzc9n4GQ_000116_000126.mp4,aaa,0
169,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/27Vw4slHE_E_000030_000040.mp4,aaa,0
170,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/27gVteY743o_000238_000248.mp4,aaa,0
171,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/28jEajgjwE0_000362_000372.mp4,aaa,0
172,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/298W8_AgqYM_000009_000019.mp4,aaa,0
173,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2BIFWXEcbtc_000081_000091.mp4,aaa,0
174,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2DVqusj9KA8_000018_000028.mp4,aaa,0
175,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2Di32B8mAqI_000000_000010.mp4,aaa,0
176,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2EOWEl6EEAg_000069_000079.mp4,aaa,0
177,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2Fi1dDKB0n0_000216_000226.mp4,aaa,0
178,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2GgsUpSS7lg_000013_000023.mp4,aaa,0
179,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2LEHiARNMgs_000071_000081.mp4,aaa,0
180,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2PuANtP4M1w_000016_000026.mp4,aaa,0
181,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2QDv9G-5XX8_000074_000084.mp4,aaa,0
182,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2R-85sKO2Gc_000011_000021.mp4,aaa,0
183,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2SF1Cevmps0_000059_000069.mp4,aaa,0
184,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2SRJgIEtZVs_000239_000249.mp4,aaa,0
185,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2Skx72kUg7A_000086_000096.mp4,aaa,0
186,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2UXCC5iONM0_000067_000077.mp4,aaa,0
187,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2Vt5Xi9zMwI_000080_000090.mp4,aaa,0
188,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2Wj4B-WpWTU_000004_000014.mp4,aaa,0
189,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2Wkf7GiT37c_000280_000290.mp4,aaa,0
190,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2_GHlyLLOdc_000148_000158.mp4,aaa,0
191,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2bgFe5au7v4_000037_000047.mp4,aaa,0
192,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2ccwP_v3HHU_000015_000025.mp4,aaa,0
193,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2cj3W9GOYfI_000819_000829.mp4,aaa,0
194,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2dE9NFxQijo_000166_000176.mp4,aaa,0
195,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2dqgMywxl0E_000071_000081.mp4,aaa,0
196,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2fCn6hXZEwA_000040_000050.mp4,aaa,0
197,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2ffYeuTjjvI_000020_000030.mp4,aaa,0
198,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2gld6P33SAk_000059_000069.mp4,aaa,0
199,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2jN3T22GP_o_000351_000361.mp4,aaa,0
200,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2jgwyJ3aWTI_000039_000049.mp4,aaa,0
201,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2kYqF5Xzq9E_000057_000067.mp4,aaa,0
202,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2kxYniFmH0c_000524_000534.mp4,aaa,0
203,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2l2Y2UOtTYE_000200_000210.mp4,aaa,0
204,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2lujXIXQIg0_000052_000062.mp4,aaa,0
205,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2o2HMWgOP8w_000007_000017.mp4,aaa,0
206,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2o_Bgm1MsP0_000118_000128.mp4,aaa,0
207,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2odn7wLwXKU_000748_000758.mp4,aaa,0
208,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2pTztDoFiMc_000525_000535.mp4,aaa,0
209,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2rX-H4RmyZA_000020_000030.mp4,aaa,0
210,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2tZXM5312d4_000094_000104.mp4,aaa,0
211,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2tbG-NS8fYE_000017_000027.mp4,aaa,0
212,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2vO8ZyFISFk_000060_000070.mp4,aaa,0
213,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2wYt4kax5ZQ_000256_000266.mp4,aaa,0
214,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2zJH5bI-1mE_000010_000020.mp4,aaa,0
215,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/2zNhgoqhNZQ_000274_000284.mp4,aaa,0
216,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/30Uur42btTI_000049_000059.mp4,aaa,0
217,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/32F7CU6ciSo_000049_000059.mp4,aaa,0
218,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/33ER7CBOcME_000267_000277.mp4,aaa,0
219,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/35j32idBFrY_000112_000122.mp4,aaa,0
220,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/38-T3AsOLmc_000073_000083.mp4,aaa,0
221,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/38LX1sGi5B4_000014_000024.mp4,aaa,0
222,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3BDlgjIAlaU_000006_000016.mp4,aaa,0
223,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3EO1jQ_nayQ_000021_000031.mp4,aaa,0
224,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3FQFTbJCbnM_000200_000210.mp4,aaa,0
225,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3HdWw25ADg4_000051_000061.mp4,aaa,0
226,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3IBq-Ch60oc_000136_000146.mp4,aaa,0
227,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3ITNSGVXulE_000162_000172.mp4,aaa,0
228,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3J29xVFUn00_000040_000050.mp4,aaa,0
229,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3J4Nb8qQWd0_000050_000060.mp4,aaa,0
230,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3JcTcT_C-Ho_000111_000121.mp4,aaa,0
231,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3JoUJ-MogM8_000317_000327.mp4,aaa,0
232,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3L60SisVlbI_000033_000043.mp4,aaa,0
233,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3NndJs2ASXk_000006_000016.mp4,aaa,0
234,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3SmLHMVNwKc_000136_000146.mp4,aaa,0
235,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3U82HTyQZZI_000250_000260.mp4,aaa,0
236,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3UkhT9taB5o_000089_000099.mp4,aaa,0
237,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3VccalarFTU_000980_000990.mp4,aaa,0
238,/data2/zhxie/k600/kinetics-dataset/k600/abseiling/3VqrHekUnOE_000141_000151.mp4,aaa,0
